i j t
200 83 145
58 200 145
200 254 145
278 236 146
262 74 146
6 284 146
159 204 146
117 45 146
79 283 147
79 161 147
79 267 147
79 145 147
101 301 147
79 267 147
79 184 147
79 161 147
161 79 147
79 161 147
101 299 147
299 108 148
38 161 148
38 295 148
38 50 148
38 78 148
112 314 148
145 21 148
145 21 148
2 132 148
314 38 148
134 38 148
145 79 148
283 79 148
278 13 148
136 278 148
10 86 148
38 267 148
13 278 148
21 145 148
38 79 148
161 283 148
161 266 148
52 254 148
279 242 148
279 7 148
13 278 148
159 204 148
204 159 148
159 204 148
7 299 148
204 159 148
204 317 148
204 222 148
204 60 148
204 318 148
204 159 148
204 159 148
204 103 148
204 63 148
7 279 148
254 52 148
52 254 148
161 79 148
204 249 148
21 145 148
267 184 148
79 283 148
299 279 148
86 24 148
86 10 148
279 299 148
279 7 148
279 7 148
25 57 148
25 35 148
25 135 148
35 25 148
299 301 148
250 242 148
38 283 148
221 86 148
269 33 148
59 306 148
21 145 148
21 145 148
79 145 148
50 161 148
278 136 148
50 79 148
133 6 148
132 133 148
132 134 148
21 145 148
132 266 148
18 180 148
180 307 148
151 280 148
12 28 148
12 28 148
152 151 148
59 90 148
132 284 148
132 85 148
152 151 148
273 233 148
21 145 148
80 291 148
79 184 148
79 161 148
79 145 148
79 267 148
283 79 148
132 284 148
145 79 148
145 79 148
79 145 148
40 51 148
145 79 148
21 145 148
21 145 148
79 145 148
21 145 148
21 145 148
145 21 148
145 21 148
145 21 148
145 21 148
79 50 148
132 231 148
7 304 148
236 278 148
25 35 148
7 279 148
7 279 148
33 274 148
93 274 148
306 230 148
269 300 148
59 90 148
269 274 148
269 93 148
269 230 148
199 90 148
230 306 148
230 306 148
269 75 148
234 299 149
13 279 149
25 135 149
25 35 149
25 57 149
234 7 149
278 234 149
234 278 149
105 305 149
161 284 149
2 132 149
16 238 149
252 215 149
234 252 149
279 211 149
40 80 149
173 253 149
80 51 149
80 255 149
51 80 149
291 80 149
80 51 149
80 255 149
16 2 149
173 116 149
299 279 149
299 279 149
279 299 149
279 299 149
45 117 149
279 13 149
105 305 149
145 79 149
18 28 149
132 284 149
237 26 149
12 53 149
53 12 149
12 53 149
53 298 149
298 53 149
307 28 149
28 307 149
132 120 149
145 184 149
2 16 149
161 284 149
182 234 149
182 234 149
116 241 149
241 116 149
242 173 149
279 239 149
278 236 149
2 238 149
21 145 149
21 145 149
145 79 149
53 12 149
28 18 149
231 283 149
132 231 149
132 85 149
132 284 149
132 266 149
132 134 149
132 133 149
145 79 149
145 184 149
184 283 149
184 267 149
184 267 149
145 21 149
79 145 149
132 85 149
79 267 149
79 145 149
79 161 149
85 6 149
283 231 149
79 145 149
278 236 149
90 274 149
90 274 149
90 150 149
90 93 149
90 230 149
90 258 149
90 74 149
90 77 149
90 97 149
230 269 149
230 59 149
230 97 149
199 90 149
90 15 149
90 220 149
90 300 149
90 306 149
230 306 149
90 99 149
90 88 149
90 48 149
90 15 149
90 220 149
90 300 149
90 306 149
90 143 149
90 264 149
90 199 149
90 23 149
90 281 149
90 262 149
90 82 149
90 39 149
90 33 149
90 98 149
90 183 149
90 75 149
90 186 149
90 143 149
90 77 149
90 264 149
90 23 149
159 204 149
159 204 149
204 159 149
318 204 149
318 317 149
204 159 149
204 159 149
204 159 149
222 204 149
318 204 149
63 318 149
204 318 149
204 63 149
204 317 149
204 222 149
204 60 149
204 318 149
204 318 149
159 204 149
90 258 149
90 281 149
90 262 149
90 82 149
90 39 149
90 33 149
90 98 149
90 183 149
90 75 149
90 186 149
90 48 149
90 88 149
90 99 149
90 97 149
90 274 149
90 150 149
90 93 149
90 230 149
90 199 149
204 318 149
90 74 149
90 230 149
262 300 149
39 90 149
183 281 149
262 232 149
281 183 149
90 15 149
90 220 149
269 230 149
90 300 149
90 143 149
90 264 149
90 199 149
90 23 149
90 281 149
90 262 149
90 82 149
90 306 149
269 93 149
269 274 149
269 75 149
93 230 149
230 300 149
230 232 149
230 93 149
230 306 149
199 90 149
230 90 149
269 300 149
269 33 149
269 75 149
269 274 149
269 93 149
269 230 149
306 230 149
90 274 149
269 300 149
269 33 149
90 39 149
90 258 149
90 33 149
90 183 149
90 23 149
90 281 149
90 262 149
90 82 149
90 39 149
90 33 149
90 98 149
90 199 149
90 183 149
90 186 149
90 48 149
90 88 149
90 99 149
90 97 149
90 150 149
90 93 149
90 75 149
90 264 149
90 143 149
90 306 149
90 75 149
90 186 149
90 48 149
90 88 149
90 99 149
90 97 149
90 274 149
90 150 149
90 93 149
90 230 149
90 258 149
90 74 149
90 77 149
262 74 149
90 15 149
90 220 149
90 300 149
90 98 149
204 159 149
204 222 149
204 103 149
90 98 149
90 33 149
90 39 149
90 82 149
90 262 149
90 281 149
90 23 149
90 183 149
90 264 149
90 306 149
90 300 149
90 220 149
90 15 149
90 77 149
90 74 149
204 249 149
90 143 149
90 75 149
90 199 149
90 48 149
90 186 149
90 199 149
90 281 149
90 74 149
90 258 149
90 230 149
90 77 149
90 150 149
90 274 149
90 97 149
90 99 149
90 88 149
90 93 149
45 144 150
45 200 150
45 58 150
306 59 150
45 270 150
45 83 150
45 52 150
45 207 150
45 301 150
45 254 150
278 173 150
242 173 150
279 7 150
128 202 150
241 189 150
254 200 150
158 7 150
158 279 150
158 250 150
158 242 150
45 193 150
86 47 150
7 279 150
173 116 150
279 25 150
39 90 150
150 90 150
80 51 150
40 80 150
24 252 150
24 252 150
278 13 150
278 236 150
86 252 150
173 253 150
279 139 150
279 10 150
279 130 150
234 24 150
7 299 150
7 278 150
7 279 150
7 158 150
158 7 150
252 122 150
7 242 150
279 122 150
279 49 150
242 7 150
241 189 150
242 158 150
295 38 150
161 184 150
161 145 150
161 267 150
204 159 150
159 204 150
159 204 150
183 274 150
183 230 150
262 74 150
242 279 150
306 59 150
306 97 150
306 230 150
199 90 150
306 90 150
256 208 150
161 38 150
256 208 150
38 161 150
161 267 150
79 283 150
85 6 150
161 184 150
161 145 150
161 267 150
161 184 150
161 145 150
161 267 150
283 231 150
306 230 150
283 38 150
283 79 150
79 283 150
161 50 150
161 50 150
161 3 150
267 161 150
161 38 150
256 208 150
306 90 150
307 127 150
269 75 150
269 33 150
269 300 150
264 232 150
230 232 150
230 220 150
230 274 150
208 256 150
230 274 150
230 306 150
13 278 150
200 254 150
252 20 150
252 86 150
200 254 150
269 274 150
269 93 150
230 306 150
267 161 150
180 18 150
161 145 150
161 267 150
161 79 150
269 230 150
79 161 150
79 145 150
79 267 150
161 184 150
306 97 150
184 267 150
145 21 150
184 161 150
145 184 150
21 145 150
145 184 150
184 27 150
38 161 150
90 99 151
90 88 151
90 48 151
90 186 151
90 75 151
90 183 151
90 98 151
90 33 151
90 82 151
90 262 151
90 281 151
90 23 151
90 199 151
90 143 151
90 306 151
90 300 151
90 220 151
90 15 151
33 232 151
33 274 151
90 39 151
90 264 151
90 258 151
90 77 151
161 267 151
161 145 151
161 267 151
231 6 151
132 120 151
267 161 151
145 161 151
145 267 151
38 3 151
161 145 151
132 184 151
283 266 151
38 3 151
21 145 151
21 145 151
21 145 151
145 161 151
161 145 151
21 145 151
145 161 151
79 145 151
145 79 151
79 145 151
161 267 151
90 74 151
90 97 151
90 230 151
90 93 151
90 150 151
90 274 151
90 97 151
90 99 151
79 161 151
79 145 151
267 161 151
161 267 151
161 267 151
161 267 151
267 161 151
161 184 151
161 145 151
161 267 151
267 161 151
132 284 151
145 79 151
306 230 151
90 274 151
143 186 151
90 93 151
279 7 151
144 7 151
144 7 151
7 299 151
7 144 151
58 301 151
13 278 151
279 7 151
279 242 151
279 158 151
279 250 151
7 279 151
279 13 151
279 118 151
279 305 151
279 7 151
279 228 151
299 101 151
299 108 151
299 301 151
299 252 151
299 83 151
299 228 151
279 278 151
299 118 151
279 158 151
279 278 151
279 252 151
279 241 151
279 299 151
279 242 151
279 189 151
299 279 151
144 7 151
254 200 151
230 306 151
199 90 151
90 15 151
90 220 151
90 300 151
90 306 151
90 143 151
90 264 151
90 199 151
90 23 151
90 281 151
90 262 151
90 82 151
90 39 151
90 33 151
90 98 151
90 183 151
278 13 151
200 254 151
13 278 151
278 13 151
278 13 151
45 58 151
200 254 151
13 278 151
139 279 151
254 200 151
45 301 151
267 161 151
90 186 151
90 75 151
47 86 151
90 150 151
299 304 151
279 13 151
53 298 151
298 53 151
18 28 151
18 208 151
28 18 151
18 180 151
307 28 151
208 28 151
0 259 151
90 274 151
90 150 151
90 199 151
90 199 151
90 48 151
230 220 151
199 90 151
90 74 151
90 230 151
90 258 151
90 74 151
90 77 151
82 230 151
90 199 151
180 18 151
306 230 151
90 258 151
183 230 151
90 48 151
90 199 151
48 90 151
306 230 151
306 230 151
299 108 151
53 225 151
151 280 151
279 118 151
279 305 151
279 228 151
279 242 151
279 299 151
279 241 151
279 252 151
279 278 151
279 158 151
279 189 151
305 279 151
305 279 151
86 10 151
86 24 151
242 250 151
278 279 151
58 162 151
90 88 151
116 253 151
116 173 151
241 279 151
241 279 151
7 279 151
12 285 151
252 279 151
189 279 151
13 279 151
13 279 151
242 279 151
278 279 151
278 279 151
189 279 151
145 161 151
90 48 151
80 255 151
40 80 151
80 51 151
40 194 151
159 204 151
204 159 151
204 159 151
40 291 151
204 159 151
93 230 152
230 274 152
230 33 152
230 33 152
90 15 152
90 220 152
90 300 152
90 306 152
274 75 152
90 143 152
274 75 152
230 300 152
78 38 152
230 33 152
254 200 152
108 299 152
200 254 152
52 200 152
250 234 152
279 250 152
241 279 152
278 136 152
299 279 152
299 279 152
128 305 152
90 264 152
230 300 152
33 75 152
230 300 152
318 204 152
204 103 152
204 249 152
204 159 152
204 318 152
204 60 152
204 222 152
204 317 152
204 63 152
159 249 152
80 291 152
230 33 152
53 225 152
12 307 152
30 26 152
53 225 152
53 225 152
79 161 152
265 281 152
281 265 152
230 300 152
128 305 152
230 33 152
230 93 152
9 225 152
160 159 152
234 250 152
200 254 152
90 274 152
90 150 152
90 93 152
90 230 152
90 258 152
90 74 152
90 77 152
306 230 152
230 33 152
232 274 152
90 74 152
274 33 152
274 33 152
90 97 152
230 33 152
230 232 152
90 167 152
75 274 152
75 274 152
75 274 152
150 281 152
281 90 152
281 150 152
199 90 152
90 199 152
199 186 152
90 281 152
150 281 152
230 274 152
90 99 152
90 88 152
90 48 152
158 52 152
200 52 152
279 234 152
254 200 152
279 7 152
279 7 152
242 250 152
52 158 152
52 200 152
116 241 152
158 52 152
158 83 152
52 158 152
200 52 152
128 202 152
104 228 152
159 204 152
216 70 152
90 199 152
90 23 152
90 281 152
90 262 152
90 82 152
90 39 152
90 33 152
90 98 152
90 183 152
90 75 152
90 186 152
234 279 152
204 63 152
274 232 152
204 222 152
145 161 152
161 145 152
50 38 152
50 16 152
50 78 152
50 295 152
50 161 152
50 267 152
50 79 152
204 317 152
50 283 152
161 50 152
161 184 152
161 38 152
161 16 152
161 78 152
161 295 152
145 161 152
145 161 152
161 267 152
161 184 152
6 314 152
6 112 152
238 16 152
132 284 152
38 50 152
38 78 152
79 161 152
161 284 152
161 145 152
79 267 152
79 145 152
145 79 152
112 314 152
133 3 152
3 133 152
79 50 152
161 145 152
161 145 152
161 50 152
161 267 152
161 266 152
161 283 152
50 79 152
21 145 152
21 145 152
21 145 152
21 145 152
38 78 152
38 50 152
38 295 152
38 79 152
38 283 152
78 38 152
295 38 152
79 38 152
38 79 152
38 78 152
38 50 152
38 295 152
204 60 152
161 79 152
204 159 152
204 249 152
204 103 152
79 145 152
50 145 152
145 79 152
145 79 152
79 145 152
38 283 152
38 79 152
38 267 152
38 161 152
79 145 152
50 184 152
204 318 152
50 161 152
161 16 152
16 161 152
21 145 152
145 79 152
145 161 152
79 50 153
0 259 153
79 161 153
50 79 153
79 161 153
13 279 154
145 21 154
314 6 154
310 120 154
161 266 154
228 104 154
161 120 154
299 279 154
90 82 155
90 262 155
90 281 155
90 23 155
90 199 155
90 264 155
90 143 155
90 306 155
90 300 155
90 220 155
318 317 155
90 39 155
90 33 155
90 98 155
90 183 155
90 75 155
90 186 155
90 48 155
90 88 155
90 99 155
90 97 155
90 274 155
90 150 155
90 93 155
90 15 155
161 284 155
33 274 155
90 230 155
180 152 155
180 225 155
28 18 155
18 28 155
223 225 155
298 28 155
307 223 155
53 127 155
53 280 155
28 176 155
81 12 155
280 53 155
53 280 155
161 267 155
310 120 155
238 266 155
238 266 155
225 180 155
9 225 155
225 9 155
81 223 155
93 274 155
230 274 155
230 274 155
230 33 155
143 232 155
281 90 155
225 256 155
225 163 155
90 258 155
225 26 155
225 307 155
225 191 155
225 1 155
225 18 155
225 9 155
225 208 155
225 152 155
225 127 155
225 298 155
90 258 155
310 120 155
90 77 155
204 318 155
204 159 155
204 249 155
204 103 155
83 158 155
254 200 155
158 83 155
200 254 155
299 301 155
158 305 155
158 228 155
158 242 155
158 299 155
158 189 155
158 279 155
158 304 155
108 202 155
204 159 155
159 204 155
116 202 155
299 202 155
254 200 155
159 204 155
204 60 155
278 309 155
202 116 155
116 202 155
202 128 155
116 253 155
116 202 155
116 173 155
116 202 155
90 74 155
204 222 155
204 63 155
120 310 155
161 145 155
310 120 155
21 145 155
145 79 155
38 161 155
204 159 155
21 145 155
21 145 155
145 21 155
161 120 155
120 161 155
120 310 155
200 254 155
158 7 155
253 278 155
253 278 155
161 78 155
204 103 155
204 249 155
204 318 155
204 60 155
204 222 155
204 317 155
204 63 155
7 158 155
7 250 155
7 279 155
7 158 155
7 250 155
7 279 155
159 204 155
145 161 155
202 116 155
161 79 155
161 38 155
161 284 155
161 267 155
161 85 155
161 78 155
161 78 155
78 161 155
161 16 155
267 161 155
78 161 155
310 120 155
120 310 155
194 291 155
194 40 155
194 80 155
255 51 155
120 310 155
161 50 155
161 78 155
50 184 155
50 38 155
310 120 155
314 284 155
161 295 155
161 267 155
161 283 155
79 145 155
161 78 155
120 310 156
310 120 156
79 145 156
79 145 156
145 79 156
145 79 156
2 284 156
161 267 156
145 21 156
21 145 156
310 295 156
295 310 156
79 161 156
310 120 156
254 200 156
278 253 156
299 118 156
299 228 156
299 83 156
299 252 156
299 301 156
299 108 156
299 101 156
299 279 156
299 304 156
158 202 156
7 299 156
241 162 156
158 305 156
158 228 156
158 242 156
304 299 156
7 279 156
144 7 156
278 136 156
267 161 156
173 116 156
173 253 156
173 116 156
173 253 156
173 116 156
253 278 156
310 120 156
202 128 156
278 136 156
7 158 156
7 250 156
7 279 156
7 279 156
202 299 156
309 136 156
202 116 156
145 21 156
90 264 156
21 145 156
204 318 156
204 60 156
204 222 156
204 317 156
204 63 156
204 159 156
318 204 156
204 318 156
204 159 156
249 204 156
80 291 156
204 159 156
80 291 156
80 291 156
80 291 156
80 291 156
80 291 156
80 291 156
80 291 156
80 291 156
80 291 156
278 136 156
278 136 156
90 143 156
80 291 156
120 310 156
204 249 156
159 204 156
21 145 156
21 145 156
145 21 156
145 79 156
145 21 156
145 79 156
145 79 156
161 267 156
161 267 156
161 78 156
158 299 156
204 103 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
291 80 156
80 291 156
291 80 156
158 189 156
173 253 156
279 118 156
225 26 156
90 15 156
90 220 156
90 300 156
90 306 156
90 143 156
141 298 156
90 264 156
90 23 156
90 281 156
90 262 156
90 82 156
90 39 156
90 33 156
158 304 156
90 98 156
280 53 156
28 18 156
298 141 156
9 225 156
225 180 156
180 225 156
225 163 156
307 28 156
280 151 156
28 18 156
28 18 156
53 280 156
18 28 156
151 54 156
69 307 156
69 223 156
223 69 156
90 183 156
90 75 156
90 186 156
90 97 156
90 99 156
90 48 156
90 186 156
90 75 156
90 183 156
90 274 156
90 98 156
90 39 156
90 82 156
90 262 156
90 281 156
90 23 156
90 199 156
90 33 156
90 306 156
90 300 156
90 220 156
90 48 156
90 99 156
90 97 156
90 274 156
90 150 156
90 93 156
90 230 156
90 258 156
90 74 156
90 77 156
230 274 156
230 274 156
0 259 156
90 199 156
90 15 156
141 298 156
30 176 156
90 199 156
90 258 156
90 199 156
90 281 156
33 274 156
90 150 156
230 274 156
230 274 156
279 7 156
279 228 156
33 75 156
279 299 156
90 93 156
90 230 156
90 77 156
90 74 156
90 77 156
199 90 156
306 230 156
279 278 156
279 241 156
33 274 156
230 306 156
90 281 156
279 305 156
279 189 156
90 264 157
90 199 157
90 23 157
90 281 157
90 262 157
90 82 157
90 39 157
278 279 157
90 183 157
116 202 157
116 173 157
200 254 157
299 279 157
90 75 157
254 200 157
305 279 157
90 98 157
90 33 157
116 57 157
90 186 157
204 63 157
204 249 157
204 159 157
204 318 157
204 60 157
204 222 157
204 317 157
204 63 157
204 103 157
204 249 157
204 159 157
204 318 157
204 60 157
204 222 157
204 317 157
204 63 157
159 204 157
194 291 157
194 40 157
80 40 157
40 291 157
90 274 157
90 97 157
90 99 157
90 48 157
90 143 157
90 306 157
90 59 157
90 220 157
299 228 157
202 128 157
202 116 157
7 158 157
7 250 157
7 279 157
202 128 157
202 116 157
45 193 157
45 144 157
45 58 157
45 270 157
45 83 157
45 52 157
45 207 157
45 301 157
45 200 157
45 254 157
202 128 157
162 58 157
13 228 157
58 162 157
7 279 157
108 299 157
304 158 157
230 306 157
93 33 157
90 15 157
150 74 157
150 183 157
199 220 157
306 230 157
199 186 157
7 279 157
230 88 157
300 74 157
230 220 157
306 230 157
90 300 157
116 253 157
202 128 157
242 250 157
228 299 157
199 220 157
300 74 157
230 274 157
204 317 157
281 90 157
274 33 157
33 274 157
33 274 157
254 200 157
204 222 157
204 103 157
204 318 157
132 3 157
2 132 157
231 133 157
231 134 157
231 266 157
231 284 157
120 310 157
231 85 157
120 310 157
120 132 157
310 120 157
145 184 157
145 161 157
145 267 157
231 132 157
112 314 157
112 38 157
38 112 157
204 222 157
204 60 157
204 318 157
204 159 157
204 249 157
204 103 157
310 120 157
204 63 157
132 134 157
132 266 157
132 284 157
132 85 157
132 231 157
27 284 157
132 133 157
204 317 157
112 314 157
112 314 157
53 174 157
174 53 157
53 28 157
69 223 157
204 60 157
18 28 157
180 18 157
53 174 157
28 53 157
81 28 157
223 225 157
28 176 157
176 30 157
176 28 157
18 127 157
112 314 157
280 53 157
281 90 157
161 284 157
314 132 157
21 145 157
21 145 157
90 150 157
90 93 157
53 280 157
90 230 157
90 74 157
90 77 157
59 90 157
59 90 157
59 306 157
281 90 157
90 258 157
204 63 157
223 225 157
204 249 157
204 103 157
204 249 157
204 159 157
204 318 157
204 60 157
204 222 157
204 317 157
204 63 157
204 103 157
204 249 157
204 159 157
204 318 157
204 60 157
204 222 157
204 317 157
204 63 157
204 103 157
204 249 157
204 159 157
204 318 157
204 60 157
204 222 157
204 317 157
204 63 157
204 103 157
204 249 157
204 159 157
204 63 157
204 317 157
204 103 157
204 60 157
204 60 157
204 222 157
204 317 157
204 159 157
204 249 157
204 103 157
204 63 157
204 317 157
204 222 157
204 60 157
204 318 157
204 63 157
204 103 157
204 249 157
204 159 157
204 318 157
204 222 157
204 318 157
204 159 157
300 274 158
281 90 158
230 220 158
90 230 158
90 93 158
90 150 158
90 274 158
230 300 158
90 258 158
262 90 158
90 77 158
299 118 158
299 228 158
299 83 158
299 252 158
299 301 158
299 108 158
299 101 158
299 279 158
299 304 158
236 242 158
90 74 158
234 25 158
45 299 158
45 301 158
299 301 158
7 299 158
7 158 158
7 279 158
116 173 158
116 253 158
90 262 158
90 97 158
278 173 158
90 99 158
90 183 158
90 186 158
90 48 158
90 186 158
90 75 158
90 183 158
90 98 158
90 33 158
90 39 158
90 82 158
90 262 158
90 281 158
90 23 158
90 199 158
183 74 158
90 281 158
75 274 158
90 15 158
90 264 158
90 143 158
90 306 158
90 300 158
90 220 158
90 99 158
90 97 158
90 274 158
90 150 158
90 75 158
274 230 158
90 98 158
90 33 158
90 39 158
90 82 158
90 262 158
90 281 158
90 23 158
90 199 158
90 48 158
90 264 158
90 306 158
90 300 158
90 220 158
128 202 158
75 274 158
90 77 158
90 74 158
90 258 158
90 230 158
90 93 158
90 143 158
90 15 158
25 277 158
45 254 158
21 145 158
21 145 158
295 161 158
79 161 158
79 267 158
145 21 158
21 145 158
112 314 158
27 284 158
161 295 158
161 184 158
27 284 158
231 133 158
134 133 158
132 2 158
132 284 158
112 314 158
145 21 158
145 21 158
132 314 158
21 145 158
33 274 158
232 274 158
306 230 158
306 97 158
306 59 158
274 33 158
274 33 158
274 82 158
160 60 158
274 33 158
291 40 158
291 194 158
80 291 158
159 249 158
159 204 158
160 63 158
58 162 158
160 222 158
233 288 158
160 318 158
160 317 158
160 249 158
202 128 158
202 116 158
279 7 158
279 305 158
278 136 158
254 200 158
254 200 158
162 58 158
200 254 158
45 193 158
45 58 158
45 270 158
45 83 158
45 52 158
45 207 158
45 301 158
45 200 158
160 159 158
45 144 158
128 305 158
200 254 158
254 200 158
160 103 158
108 299 158
159 204 158
204 159 158
159 204 158
159 204 158
191 225 158
280 26 158
152 180 158
53 298 158
204 159 158
12 28 158
278 13 158
18 180 158
223 225 158
223 127 158
158 202 158
28 141 158
53 225 158
230 269 159
11 138 159
138 175 159
138 11 159
11 138 159
230 97 159
230 59 159
230 306 159
230 269 159
230 59 159
281 90 159
306 97 159
138 175 159
48 90 159
300 274 159
300 274 159
33 274 159
306 90 159
306 230 159
306 59 159
90 15 159
306 90 159
138 11 159
90 220 159
90 93 159
90 306 159
300 183 159
90 77 159
90 74 159
90 258 159
90 230 159
90 150 159
90 274 159
90 97 159
90 99 159
90 48 159
90 186 159
90 75 159
90 183 159
90 98 159
90 33 159
90 39 159
90 82 159
90 262 159
90 281 159
90 23 159
90 199 159
90 264 159
90 143 159
90 300 159
230 220 159
204 222 159
204 60 159
7 228 159
7 158 159
234 47 159
228 7 159
234 25 159
136 278 159
45 83 159
242 250 159
128 202 159
278 136 159
202 128 159
128 202 159
158 279 159
158 7 159
253 278 159
279 158 159
279 299 159
7 279 159
279 7 159
299 279 159
202 209 159
204 63 159
69 223 159
53 127 159
204 103 159
204 249 159
204 159 159
204 318 159
204 60 159
204 222 159
204 317 159
204 63 159
7 158 159
158 304 159
158 305 159
47 234 159
25 35 159
158 7 159
202 209 159
174 18 159
116 253 159
242 234 159
204 159 159
204 103 159
204 249 159
204 159 159
204 318 159
204 60 159
204 222 159
204 317 159
204 63 159
159 249 159
204 103 159
204 249 159
204 159 159
204 318 159
204 60 159
204 222 159
204 317 159
204 63 159
116 173 159
204 317 159
204 159 159
279 7 159
279 7 159
279 7 159
279 7 159
279 7 159
158 7 159
279 7 159
279 7 159
279 7 159
279 7 159
279 7 159
45 301 159
45 299 159
159 204 159
159 204 159
204 103 159
204 249 159
204 318 159
223 69 159
223 28 159
21 145 159
40 80 159
40 80 159
80 194 159
80 40 159
80 291 159
80 51 159
80 255 159
132 38 159
132 78 159
132 85 159
80 40 159
132 27 159
145 21 159
145 161 159
132 184 159
157 185 159
2 132 159
161 145 159
132 79 159
132 120 159
112 219 159
157 185 161
69 28 161
86 24 161
86 10 161
108 122 162
80 194 162
80 194 162
80 194 162
194 80 162
277 154 162
154 36 162
132 134 162
25 162 162
116 278 162
250 242 162
162 58 162
116 253 162
116 173 162
202 116 162
253 116 162
58 162 162
86 221 162
221 86 162
278 239 162
279 7 162
277 25 162
211 25 162
309 136 162
136 309 162
263 279 162
263 279 162
263 7 162
90 74 162
173 253 162
173 116 162
162 58 162
250 242 162
228 7 162
271 135 162
308 228 162
289 158 162
279 304 162
188 182 162
21 145 162
21 145 162
53 280 162
280 53 162
223 127 162
28 69 162
50 283 162
21 145 162
132 134 162
21 145 162
145 21 162
38 283 162
38 283 162
225 280 162
38 79 162
38 161 162
38 295 162
38 50 162
38 78 162
79 267 162
6 112 162
283 38 162
112 6 162
21 145 162
21 145 162
132 284 162
38 267 162
225 26 162
180 225 162
18 180 162
21 145 162
21 145 162
21 145 162
145 21 162
145 21 162
38 283 162
50 184 162
50 38 162
50 16 162
50 78 162
50 295 162
50 161 162
50 145 162
50 267 162
50 79 162
12 53 162
53 225 162
53 12 162
280 26 162
53 280 162
280 53 162
53 174 162
53 280 162
69 28 162
18 180 162
132 133 162
204 103 162
90 77 162
204 159 162
90 33 162
90 98 162
90 183 162
90 75 162
90 186 162
90 48 162
90 99 162
90 97 162
90 274 162
90 150 162
90 39 162
90 93 162
90 258 162
90 77 162
90 74 162
90 258 162
90 230 162
90 93 162
90 150 162
90 274 162
90 97 162
90 99 162
90 230 162
90 48 162
90 82 162
90 281 162
11 175 162
204 249 162
93 274 162
88 274 162
98 220 162
98 186 162
230 281 162
230 82 162
230 39 162
230 183 162
90 262 162
230 97 162
183 186 162
230 186 162
90 15 162
90 220 162
90 300 162
90 306 162
90 143 162
90 264 162
90 199 162
90 23 162
230 274 162
11 175 162
90 186 162
90 183 162
90 186 162
90 75 162
90 183 162
90 98 162
90 33 162
90 39 162
90 82 162
90 262 162
90 281 162
90 23 162
90 48 162
90 199 162
90 143 162
90 306 162
90 300 162
90 220 162
90 15 162
33 232 162
33 274 162
33 230 162
33 274 162
199 183 162
90 264 162
90 75 162
90 99 162
90 274 162
90 98 162
90 33 162
90 39 162
90 82 162
90 262 162
90 281 162
90 23 162
90 199 162
90 264 162
90 143 162
90 97 162
90 306 162
90 220 162
90 15 162
33 230 162
150 186 162
90 77 162
90 74 162
90 258 162
90 230 162
90 93 162
90 150 162
90 300 162
7 173 162
93 33 162
290 210 162
319 299 162
242 57 162
239 65 162
278 164 162
279 234 162
135 315 162
182 319 162
241 108 162
204 63 162
204 317 162
8 47 162
204 222 162
210 253 162
204 60 162
204 60 162
204 222 162
204 317 162
35 207 162
24 305 162
113 263 162
304 113 162
202 37 162
204 63 162
204 317 162
204 103 162
204 249 162
204 318 162
204 159 162
309 189 162
315 101 162
94 290 162
162 241 162
158 309 162
252 24 162
207 239 162
253 116 162
57 104 162
47 118 162
37 278 162
277 25 162
263 8 162
204 317 162
204 63 162
204 60 162
204 318 162
204 159 162
204 249 162
204 103 162
116 209 162
13 242 162
114 13 162
36 252 162
104 139 162
204 222 162
204 318 162
263 7 163
161 120 163
161 295 163
202 158 163
200 254 163
279 228 163
279 7 163
83 299 163
279 7 163
299 83 163
7 279 163
7 263 163
309 7 163
58 162 163
309 7 163
158 108 163
25 35 163
309 7 163
13 279 163
200 254 163
254 200 163
108 158 163
7 279 163
108 158 163
202 116 163
278 116 163
250 242 163
283 79 163
161 284 163
145 161 163
50 267 163
50 79 163
50 283 163
50 79 163
257 284 163
85 284 163
161 284 163
161 145 163
161 184 163
161 284 163
266 231 163
132 284 163
132 2 163
50 161 163
132 16 163
238 284 163
134 38 163
78 184 163
78 284 163
85 38 163
38 85 163
38 283 163
283 184 163
283 38 163
283 284 163
184 283 163
184 79 163
184 78 163
132 238 163
50 295 163
50 78 163
50 38 163
145 267 163
145 79 163
238 16 163
238 2 163
238 284 163
238 132 163
145 21 163
21 145 163
134 38 163
161 267 163
38 240 163
38 6 163
38 184 163
38 238 163
38 112 163
38 110 163
38 257 163
38 133 163
38 134 163
38 50 163
38 295 163
38 85 163
38 314 163
38 161 163
38 145 163
38 267 163
38 120 163
38 132 163
112 38 163
145 184 163
242 250 163
183 90 163
204 318 163
90 220 163
90 15 163
33 274 163
230 274 163
230 306 163
230 306 163
230 274 163
230 306 163
230 183 163
230 33 163
33 230 163
28 195 163
28 141 163
28 127 163
28 174 163
28 280 163
28 4 163
28 152 163
28 225 163
28 208 163
28 9 163
28 176 163
28 1 163
28 64 163
28 30 163
28 191 163
28 298 163
28 26 163
28 12 163
90 300 163
28 285 163
90 306 163
90 264 163
138 11 163
138 175 163
306 230 163
306 97 163
306 59 163
306 90 163
306 230 163
11 138 163
230 220 163
90 77 163
90 74 163
90 258 163
90 230 163
90 93 163
90 150 163
90 274 163
